oof_rf,oof_xgb,oof_cat,oof_et
0.8625553176302642,0.9280564785003662,0.9086742044410437,0.82
0.18870949074074073,0.22073960304260254,0.18981051389144757,0.08
0.2733333333333333,0.20346398651599884,0.12068426925598781,0.23333333333333334
0.7901604178334601,0.8630316257476807,0.9286088389848323,0.84
0.88,0.9254626035690308,0.9784656567880893,0.8633333333333333
0.33250070399210946,0.4551326334476471,0.317105902411326,0.2966666666666667
0.06333333333333334,0.0459345318377018,0.049697463559190566,0.04
0.7721310633592984,0.9125756621360779,0.7818746065892717,0.66
0.9190925372541022,0.9597597122192383,0.943639161231097,0.87
0.06666666666666667,0.04509099945425987,0.06236613293538559,0.06333333333333334
0.12666666666666668,0.1262422502040863,0.08822857522357347,0.10873842592592593
0.657288765017808,0.6985706686973572,0.8471901690451562,0.6966666666666667
0.9864177131526769,0.985503077507019,0.9899967226223109,0.9566666666666667
0.10374471086036671,0.030989665538072586,0.0272292154252901,0.07666666666666666
0.08845183290707587,0.11283136904239655,0.11176387145692661,0.14666666666666667
0.6652761426406654,0.7478542923927307,0.7210602180354142,0.7133333333333334
0.88,0.9520741105079651,0.9858641289434796,0.9033333333333333
0.04666666666666667,0.022478578612208366,0.01640861296755513,0.006666666666666667
0.013333333333333334,0.014539390802383423,0.013866430897538688,0.03333333333333333
0.6617342940341518,0.5754005908966064,0.8249946652737513,0.6833333333333333
0.74,0.9310394525527954,0.9780915747941533,0.7933333333333333
0.09333333333333334,0.1392616629600525,0.10018233594949767,0.05
0.06666666666666667,0.02577991783618927,0.0464885037109948,0.06
0.8330172124574428,0.9202341437339783,0.9648697793866534,0.8433333333333334
0.9266666666666666,0.9749519228935242,0.951571061003705,0.87
0.24117918313570488,0.29351305961608887,0.28479977087154923,0.12666666666666668
0.11333333333333333,0.034913964569568634,0.05532994574662061,0.05
0.8831556726917392,0.9694046974182129,0.9539419306438046,0.8933333333333333
0.890349394482459,0.9682970643043518,0.9570905785394749,0.93
0.10434479251486664,0.045813437551259995,0.09338714326923525,0.056666666666666664
0.5358061969607263,0.7656350135803223,0.5834042670178292,0.5966666666666667
0.8884628186687412,0.9599947929382324,0.9562563563091414,0.8966666666666666
0.9397510464860102,0.9841565489768982,0.9919612708441637,0.9866666666666667
0.09202546296296296,0.04052911326289177,0.03705731591267998,0.07
0.3127394034536891,0.45295464992523193,0.3388340083628534,0.23666666666666666
0.25929989587269303,0.2030402272939682,0.2751599690753449,0.1557638888888889
0.9662927565392355,0.9843994379043579,0.9872549237358622,0.97
0.08333333333333333,0.07608719915151596,0.020526658552609222,0.07333333333333333
0.09,0.030679700896143913,0.046776263762606754,0.25666666666666665
0.46168093315405506,0.7067239880561829,0.7632255370891247,0.6333333333333333
0.49728108403030385,0.6564293503761292,0.6421722755721161,0.5633333333333334
0.05333333333333334,0.024368733167648315,0.014350207190102443,0.02666666666666667
0.20666666666666667,0.34966135025024414,0.14472158780507252,0.12666666666666668
0.37320213084087367,0.5342069864273071,0.5166675571651048,0.28869212962962965
0.6044167471215335,0.6868939399719238,0.8130664421497451,0.86
0.055405092592592596,0.040915895253419876,0.03380063263543347,0.043333333333333335
0.0837526728439059,0.046213239431381226,0.05331850558974216,0.18
0.4092567012004604,0.23829981684684753,0.37011077304319945,0.3933333333333333
0.7983341794014771,0.8544042706489563,0.8572735115577417,0.8266666666666667
0.016666666666666666,0.011528176255524158,0.007627811783724667,0.0
0.09382461918484973,0.10686518996953964,0.10314167990420484,0.08
0.4234708199013324,0.35404956340789795,0.5211543284702769,0.36
0.7166666666666667,0.9309730529785156,0.9684592071232747,0.6733333333333333
0.14027830788804072,0.024851929396390915,0.027042627412562387,0.15333333333333332
0.09333333333333334,0.05573016032576561,0.04523422779465821,0.09333333333333334
0.18898008345180928,0.13949844241142273,0.1385942493055044,0.17719907407407412
0.49333333333333335,0.5725661516189575,0.4370482352842927,0.5133333333333333
0.0033333333333333335,0.009237725287675858,0.0023300922545415226,0.006666666666666667
0.056666666666666664,0.0424199216067791,0.022873195606939404,0.11666666666666667
0.5939617387838536,0.6698473691940308,0.5894694502842678,0.6086863425925926
0.6171857172221087,0.6680445075035095,0.821323710719919,0.78
0.02,0.023680832237005234,0.007670808185033312,0.03333333333333333
0.07666666666666666,0.028454475104808807,0.006560045117273785,0.02666666666666667
0.08502660861151427,0.039951860904693604,0.07136523294183023,0.09666666666666666
0.5733333333333334,0.7445935010910034,0.673721792082236,0.55
0.17333333333333334,0.23439498245716095,0.22215352657514784,0.30666666666666664
0.12333333333333334,0.04691566154360771,0.0370917593899438,0.06333333333333334
0.2325900345337938,0.09692057967185974,0.20693589687683867,0.2866666666666667
0.7264672576696766,0.8803994655609131,0.824715957406898,0.7666666666666667
0.0033333333333333335,0.009170853532850742,0.005636004665533149,0.0033333333333333335
0.03,0.027006806805729866,0.02958175460294955,0.03666666666666667
0.46659664780240007,0.42281240224838257,0.4824807155512936,0.5142997685185186
0.7649216094212066,0.9015176296234131,0.8442209407486059,0.7833333333333333
0.17666666666666667,0.05104730278253555,0.07238611182619922,0.08333333333333333
0.08,0.020790010690689087,0.01672131111466613,0.023333333333333334
0.24656315289648623,0.1547725647687912,0.18188226592366083,0.24333333333333335
0.6233333333333333,0.7816941142082214,0.7777734736012009,0.8733333333333333
0.0033333333333333335,0.010328542441129684,0.001959354459116347,0.01
0.006666666666666667,0.011361991986632347,0.0058240338506480045,0.006666666666666667
0.40292437872947895,0.6251698732376099,0.5264884741234371,0.2633333333333333
0.5133333333333333,0.5400985479354858,0.7039860452261215,0.6333333333333333
0.03666666666666667,0.017496764659881592,0.029606875307522873,0.02
0.013333333333333334,0.024730267003178596,0.00913369705316077,0.0033333333333333335
0.47313115047414567,0.5260447263717651,0.3926444419232336,0.24
0.4457824073782958,0.4883345067501068,0.3123933611699319,0.37
0.07666666666666666,0.016983192414045334,0.00745935757446186,0.056666666666666664
0.02,0.03042890690267086,0.01044879143218646,0.02
0.5511042281333273,0.5447854399681091,0.5145410131764103,0.31333333333333335
0.6545127710044031,0.8003773093223572,0.8663863523784757,0.43
